,price_level,rating,user_ratings_total,lat,lng,names_clean,contacts,full_address,district,zip_code,opening_hours,food_type,food_type_2,phone,user_ratings_yelp,rating_yelp,price_level_yelp
415,2.0,4.5,522.0,52.5127529,13.33188,captn schillow,"[{'phone': [{'value': '+493031505015'}], 'fax': [{'value': '030 31505016', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.capt-schillow.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.capt.schillow.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.captn-schillow.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@capt-schillow.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Capt'n Schillow, Straße des 17. Juni 113, 10623 Berlin, Deutschland",Charlottenburg,10623,Mon-Fri: 12:00 - 23:59,european,german,493031505015.0,,,
416,2.0,3.9,5573.0,52.52038750000001,13.41214,carambar,"[{'phone': [{'value': '+493028707684'}, {'value': '+4930521070893', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493080209631'}, {'value': '+493084712758', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'fax': [{'value': '030 84712759', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'http://carambar.de'}], 'email': [{'value': 'info@carambar.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]","Carambar, Rathausstraße 1, 10178 Berlin, Deutschland",Mitte,10178,Mon-Sun: 12:00 - 17:00,european,mexican,493028707684.0,,,
417,1.0,4.6,84.0,52.5076905,13.3931424,caramel,"[{'phone': [{'value': '+493025931958'}], 'www': [{'value': 'http://caramelberlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}, {'id': '700-7200-0253'}]}]}]","Caramel, Zimmerstraße 26, 10969 Berlin, Deutschland",Kreuzberg,10969,Mon-Fri: 11:00 - 16:00,european,german,493025931958.0,,,
418,3.0,4.1,315.0,52.5229764,13.3458579,carl  sophie spree,"[{'phone': [{'value': '+493039920798'}], 'www': [{'value': 'https://carlundsophie.de'}, {'value': 'https://carlundsophie.de/#menue'}, {'value': 'https://www.opentable.de/r/carl-und-sophie-berlin'}], 'email': [{'value': 'eat@carlundsophie.de'}]}]","Carl & Sophie Spree Restaurant, Alt-Moabit 99, 10559 Berlin, Deutschland",Moabit,10559,Mon-Fri: 12:00 - 22:00,international,european,493039920798.0,,,
419,2.0,4.6,263.0,52.4672937,13.3314659,carlos caravela,"[{'phone': [{'value': '+49308522660'}, {'value': '+4949308522660', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.carlos-tapas.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.carlos-tapas.de/en', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'kontakt@carlos-tapas.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Carlos Caravela, Dickhardtstraße 27, 12161 Berlin, Deutschland","['Friedenau', 'Steglitz']",12161,Mon-Sun: 17:00 - 12:00,european,middle eastern,49308522660.0,,,
420,,4.6,115.0,52.4968045,13.3244157,casa di maria,"[{'phone': [{'value': '+493098407909'}], 'www': [{'value': 'https://casa-di-maria.de', 'categories': [{'id': '100-1100-0000'}]}], 'email': [{'value': 'info@casa-di-maria.de', 'categories': [{'id': '100-1100-0000'}]}]}]","Casa di Maria, Uhlandstraße 149, 10719 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf']",10719,Mon-Sun: 12:00 - 23:00,european,mediterranean,493098407909.0,,,
421,2.0,4.4,475.0,52.4643215,13.3296256,casa nostra,"[{'phone': [{'value': '+493043910505'}, {'value': '+493070096546', 'categories': [{'id': '600-6300-0064'}]}], 'www': [{'value': 'https://www.facebook.com/Casa-Nostra-1556626441259212', 'categories': [{'id': '100-1000-0000'}]}]}]","Casa Nostra, Schöneberger Straße 3, 12163 Berlin, Deutschland","['Friedenau', 'Steglitz']",12163,Tue-Sat: 17:00 - 23:00,european,italian,493043910505.0,,,
422,2.0,4.5,374.0,52.4570102,13.3866542,casa nuova,"[{'phone': [{'value': '+49307519033', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493075765140'}, {'value': '+49493075765140', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.casa-nuova-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Ristorante Casa Nuova, Wenckebachstraße 15, 12099 Berlin, Deutschland","['Neukölln', 'Tempelhof', 'Mariendorf', 'Britz']",12099,Tue-Sun: 11:30 - 23:00,european,pizza,49307519033.0,,,
423,,4.7,140.0,52.5251993,13.3033948,casa simorgh,"[{'phone': [{'value': '+493031480746'}], 'www': [{'value': 'http://restaurant-casa-simorgh.eatbu.com'}]}]","Casa Simorgh, Mierendorffplatz 5, 10589 Berlin, Deutschland","['Charlottenburg', 'Charlottenburg-Nord']",10589,Mon-Sun: 12:00 - 23:00,middle eastern,lebanese,493031480746.0,,,
424,,4.4,398.0,52.5034757,13.3240928,cassambalis,"[{'phone': [{'value': '+49308854747'}, {'value': '+493088900'}, {'value': '+4949308854747'}, {'value': '+49493088900'}], 'fax': [{'value': '030 8854971'}], 'www': [{'value': 'http://www.cassambalis.de'}, {'value': 'http://www.cassambalis.de/kontakt.html'}, {'value': 'https://www.facebook.com/Cassambalis-Restaurant-200192646671089'}], 'email': [{'value': 'info@cassambalis.de'}]}]","Cassambalis, Grolmanstraße 35, 10623 Berlin, Deutschland",Charlottenburg,10623,Mon-Sat: 12:00 - 23:45,european,greek,49308854747.0,,,
425,2.0,4.4,205.0,52.4859381,13.3941983,castel montecroce,"[{'phone': [{'value': '+493062845471'}], 'www': [{'value': 'http://castelmontecroce.de'}]}]","Castel Montecroce, Friesenstraße 14, 10965 Berlin, Deutschland","['Schöneberg', 'Kreuzberg', 'Neukölln', 'Tempelhof']",10965,Mon-Sun: 17:00 - 12:00,european,mediterranean,493062845471.0,,,
426,2.0,4.5,619.0,52.5936151,13.3569434,castell,"[{'phone': [{'value': '+49304154103'}, {'value': '+4949304154103'}], 'www': [{'value': 'http://castell-restaurant.de'}, {'value': 'http://www.castell-berlin.de'}]}]","Castell, Teschendorfer Weg 6, 13439 Berlin, Deutschland","['Wittenau', 'Märkisches Viertel']",13439,Mon-Sun: 11:30 - 23:00,balkan,international,49304154103.0,,,
427,,4.3,54.0,52.4362972,13.3702437,castello,"[{'phone': [{'value': '+4915213791299', 'categories': [{'id': '100-1000-0003'}]}, {'value': '+493045305296'}], 'www': [{'value': 'http://www.pizzeria-castello-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Pizzeria Castello, Rigaer Straße 2, 10247 Berlin, Deutschland","['Prenzlauer Berg', 'Friedrichshain']",10247,Mon-Sun: 11:00 - 23:30,european,italian,4915213791299.0,,,
428,1.0,4.4,102.0,52.51318029999999,13.4820519,castello bistro,[{'phone': [{'value': '+493085735322'}]}],"Castello Bistro, Frankfurter Allee 151, 10365 Berlin, Deutschland",Lichtenberg,10365,,turkish,german,493085735322.0,,,
429,2.0,4.5,402.0,52.59385289999999,13.3340905,cavallino,"[{'phone': [{'value': '+49304117277'}, {'value': '+4949304117277'}], 'www': [{'value': 'http://www.cavallino-berlin.de'}]}]","Ristorante Cavallino, Roedernallee 89, 13437 Berlin, Deutschland","['Reinickendorf', 'Wittenau']",13437,Mon-Sat: 12:00 - 23:00,european,pizza,49304117277.0,,,
430,3.0,4.7,177.0,52.5271963,13.3855251,cavallino rosso,"[{'phone': [{'value': '+493027908314'}], 'fax': [{'value': '030 27908315'}], 'www': [{'value': 'http://www.cavallino-rosso.de'}, {'value': 'http://www.cavallinorosso.de'}], 'email': [{'value': 'ristorante@cavallino-rosso.de'}]}]","Cavallino Rosso, Hannoversche Straße 2, 10115 Berlin, Deutschland",Mitte,10115,"Mon-Fri: 12:00 - 15:00, 17:00 - 23:00",european,italian,493027908314.0,,,
431,,4.5,196.0,52.5030964,13.3662787,cay tre quan,"[{'phone': [{'value': '+49302652733'}, {'value': '+4949302652733'}], 'www': [{'value': 'https://www.facebook.com/caytrequan2016/?fref=nf', 'categories': [{'id': '100-1000-0000'}]}]}]","Cay Tre Quan, Potsdamer Straße 69, 10785 Berlin, Deutschland","['Tiergarten', 'Schöneberg', 'Kreuzberg']",10785,Mon-Fri: 11:30 - 23:30,asian,thai,49302652733.0,,,
432,2.0,4.0,639.0,52.5101615,13.4560644,cayetano,"[{'phone': [{'value': '+493026318987'}], 'www': [{'value': 'http://cayetano.berlin', 'categories': [{'id': '100-1000-0000'}]}]}]","Cayetano, Kopernikusstraße 18, 10245 Berlin, Deutschland",Friedrichshain,10245,Mon-Sun: 09:00 - 23:59,european,german,493026318987.0,,,
433,3.0,4.1,423.0,52.5276584,13.4155713,cecconis berlin,"[{'phone': [{'value': '+4930405044550', 'categories': [{'id': '600-6800-0000'}]}, {'value': '+4930405044680'}], 'www': [{'value': 'http://www.cecconisberlin.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.cecconisberlin.com/de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@cecconisberlin.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Cecconi's Berlin, Torstraße 1, 10119 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10119,Mon-Wed: 07:00 - 01:00,european,italian,4930405044550.0,,,
434,2.0,4.6,272.0,52.517393,13.2940198,cedre blanc,"[{'phone': [{'value': '+493063339380'}], 'www': [{'value': 'http://www.cedre-blanc.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Cèdre Blanc, Nehringstraße 34, 14059 Berlin, Deutschland","['Charlottenburg', 'Westend']",14059,Mon-Sun: 12:00 - 19:00,middle eastern,lebanese,493063339380.0,,,
435,2.0,4.3,417.0,52.5386,13.4160201,cenacolo,"[{'phone': [{'value': '+493044044743'}], 'www': [{'value': 'http://www.restaurant-cenacolo.de'}], 'email': [{'value': 'cenacolo.berlin@googlemail.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Cenacolo, Sredzkistraße 23, 10435 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10435,Mon-Sun: 12:00 - 13:00,european,italian,493044044743.0,,,
436,,4.7,67.0,52.541188,13.4228319,chanchanchan,"[{'phone': [{'value': '+4917623505955'}], 'www': [{'value': 'http://chanchanchan.eatbu.com'}]}]","Chanchanchan, Senefelderstraße 8A, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,,asian,korean,4917623505955.0,,,
437,,4.7,99.0,52.4479118,13.3401699,chandi,"[{'phone': [{'value': '+493098412763'}], 'www': [{'value': 'http://www.chandi-restaurant.com'}]}]","Chandi, Albrechtstraße 52, 12167 Berlin, Deutschland",Steglitz,12167,Mon-Sun: 12:00 - 23:00,indian,indian,493098412763.0,,,
438,1.0,4.4,297.0,52.5329941,13.423106,chandni,"[{'phone': [{'value': '+493044033810'}, {'value': '+49304406238'}, {'value': '+4949304406238'}], 'www': [{'value': 'http://www.facebook.com/chandni.restaurant'}]}]","Chandni, Immanuelkirchstraße 32, 10405 Berlin, Deutschland",Prenzlauer Berg,10405,,asian,indian,493044033810.0,,,
439,,4.0,577.0,52.4981947,13.4290807,chaparro cocina mexicana,"[{'phone': [{'value': '+493025798226'}], 'www': [{'value': 'http://www.chaparro-berlin.de'}]}]","Chaparro Cocina Mexicana, Budapester Straße 38, 10787 Berlin, Deutschland","['Tiergarten', 'Charlottenburg', 'Schöneberg']",10787,,mexican,mexican,493025798226.0,,,
440,2.0,4.4,48.0,52.4690108,13.3340117,chaplin,"[{'phone': [{'value': '+49308513550'}, {'value': '+4949308513550', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.chaplin-friedenau.de'}]}]","Restaurant Chaplin, Moselstraße 1, 12159 Berlin, Deutschland","['Schöneberg', 'Friedenau']",12159,Mon-Sun: 17:00 - 12:00,european,german,49308513550.0,,,
441,4.0,4.2,142.0,52.51525280000001,13.3907528,charlotte  fritz,"[{'phone': [{'value': '+493020336363'}], 'fax': [{'value': '030 20336119'}], 'www': [{'value': 'http://charlotteundfritz.com/de'}, {'value': 'http://www.fischersfritzberlin.com'}, {'value': 'http://www.fischersfritzberlin.de'}, {'value': 'https://charlotteundfritz.com'}], 'email': [{'value': 'Fischersfritz.berlin@regenthotels.com'}, {'value': 'charlotte.fritz@regenthotels.com'}]}]","Charlotte & Fritz, Charlottenstraße 49, 10117 Berlin, Deutschland",Mitte,10117,"Mon-Thu, Sat, Sun: 12:00 - 14:00, 18:30 - 22:30",european,french,493020336363.0,,,
442,1.0,4.8,194.0,52.5052963,13.3930857,charlotte 1,,"Charlotte 1, Charlottenstraße 1, 10969 Berlin, Deutschland",Kreuzberg,10969,Mon-Fri: 07:30 - 16:00,european,pizza,,,,
443,,4.7,97.0,52.5418483,13.4151122,charme thai bistro cafe,"[{'www': [{'value': 'http://www.charme-thaibistro.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Charme Thai Bistro Cafe, Lychener Straße 13, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,,asian,thai,,,,
444,,4.8,361.0,52.5416147,13.4218312,chay long,"[{'phone': [{'value': '+493054713720'}], 'www': [{'value': 'http://www.chay-long.com'}, {'value': 'https://chaylongberlin.business.site'}], 'email': [{'value': 'kontakt@chay-long.com'}]}]","Chay Long, Raumerstraße 17, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Mon-Fri: 12:00 - 23:00,asian,vietnamese,493054713720.0,,,
445,2.0,4.7,653.0,52.5276532,13.38861,chelany,"[{'phone': [{'value': '+493052102600'}], 'www': [{'value': 'http://chelany-mitte.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://chelany-restaurant.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Chelany, Torstraße 221, 10115 Berlin, Deutschland",Mitte,10115,Mon-Thu: 12:00 - 12:00,indian,pakistani,493052102600.0,,,
446,2.0,4.3,394.0,52.51305559999999,13.291389,chenab,"[{'phone': [{'value': '+493036434799'}], 'www': [{'value': 'http://www.chenab-restaurant.de'}], 'email': [{'value': 'info@chenab-restaurant.de'}]}]","Chenab, Knobelsdorffstraße 35, 14059 Berlin, Deutschland","['Charlottenburg', 'Westend']",14059,Mon-Sun: 12:00 - 23:00,indian,philippinisch,493036434799.0,,,
447,2.0,4.4,189.0,52.49301999999999,13.42832,chez dang,"[{'phone': [{'value': '+493053051205'}], 'www': [{'value': 'http://chez-dang.com'}], 'email': [{'value': 'hello@chez-dang.com'}]}]","Chez Dang, Friedelstraße 31, 12047 Berlin, Deutschland",Neukölln,12047,"Mon, Tue, Thu, Fri: 11:30 - 23:00",asian,thai,493053051205.0,,,
448,3.0,4.3,264.0,52.5325825,13.435081,chez maurice,"[{'phone': [{'value': '+49304250506'}], 'fax': [{'value': '030 41726668', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.chez-maurice.com', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'chezmaurice@gmx.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Chez Maurice, Bötzowstraße 39, 10407 Berlin, Deutschland",Prenzlauer Berg,10407,"Mon-Thu, Sun: 17:00 - 24:00",european,french,49304250506.0,,,
449,,4.9,84.0,52.4910125,13.3534926,chez zola,"[{'phone': [{'value': '+493028503044'}, {'value': '+49493028503044', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'https://www.wiezuhauseberlin.com', 'categories': [{'id': '100-1100-0010'}]}], 'email': [{'value': 'wiezuhauseberlin@gmail.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Chez Zola, Goltzstraße 7, 10781 Berlin, Deutschland",Schöneberg,10781,Wed: 12:00 - 17:30,mediterranean,french,493028503044.0,,,
450,1.0,4.3,170.0,52.5009202,13.430344,chi chu,"[{'phone': [{'value': '+493081803482'}], 'www': [{'value': 'http://www.chi-chu.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Chi Chu, Lausitzer Platz 14, 10997 Berlin, Deutschland",Kreuzberg,10997,Mon-Fri: 12:00 - 22:00,asian,vietnamese,493081803482.0,,,
451,1.0,4.7,172.0,52.4956711,13.3243287,chi oh,"[{'phone': [{'value': '+493088677886'}], 'www': [{'value': 'http://www.chioh.de'}]}]","Chi Oh, Uhlandstraße 144, 10719 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf']",10719,"Mon-Fri, Sun: 12:00 - 22:00",asian,vietnamese,493088677886.0,,,
452,2.0,4.3,570.0,52.5429235,13.3561792,chibee,"[{'phone': [{'value': '+4917670787203'}, {'value': '+493022326105'}], 'www': [{'value': 'http://chibeeberlin.com'}]}]","Chibee, Tegeler Straße 29A, 13353 Berlin, Deutschland","['Charlottenburg-Nord', 'Wedding', 'Gesundbrunnen']",13353,Tue-Sun: 12:00 - 22:00,asian,korean,4917670787203.0,,,
453,2.0,4.6,406.0,52.5069528,13.3035827,chibo,[{'phone': [{'value': '+493022324605'}]}],"Chibo, Kantstraße 64, 10627 Berlin, Deutschland",Charlottenburg,10627,,asian,korean,493022324605.0,,,
454,2.0,4.1,584.0,52.4931911,13.4278879,chicha,"[{'phone': [{'value': '+493062731010'}], 'www': [{'value': 'http://www.chicha-berlin.de'}], 'email': [{'value': 'chicha.berlin@gmail.com'}]}]","Chicha, Friedelstraße 34, 12047 Berlin, Deutschland",Neukölln,12047,Wed-Sun: 18:00 - 23:59,international,latin american,493062731010.0,,,
455,,4.4,16.0,52.4457454,13.3862636,chicken house,"[{'phone': [{'value': '+493070072338'}, {'value': '+493076106833'}], 'www': [{'value': 'http://www.chickenhouse-berlin.de'}]}]","Chicken House, Eisenacher Straße 1, 12109 Berlin, Deutschland","['Tempelhof', 'Mariendorf']",12109,Mon-Sat: 10:00 - 22:00,snacks,hotdog,493070072338.0,,,
456,,4.8,43.0,52.50057409999999,13.4225198,chickpeas,"[{'phone': [{'value': '+493033941464', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+4949493033941464'}]}]","Chickpeas, Oranienstraße 19, 10999 Berlin, Deutschland",Kreuzberg,10999,,middle eastern,middle eastern,493033941464.0,,,
457,,4.5,291.0,52.5642933,13.5057785,chidoba mexican grill,,"Chidoba Mexican Grill, Johannisthaler Chaussee 317, 12351 Berlin, Deutschland","['Britz', 'Buckow', 'Gropiusstadt', 'Rudow']",12351,,mexican,mexican,,,,
458,,4.6,179.0,52.5015742,13.4188501,chikogi,"[{'phone': [{'value': '+491625207505'}], 'www': [{'value': 'http://www.chikogi.de'}, {'value': 'https://pages.resmio.com/chikogi'}], 'email': [{'value': 'booking@chikogi.de'}]}]","Chikogi, Oranienstraße 31, 10999 Berlin, Deutschland",Kreuzberg,10999,Mon-Sun: 12:00 - 23:00,asian,american,491625207505.0,,,
459,,4.0,80.0,52.50194219999999,13.4323676,chili chutney,"[{'phone': [{'value': '+493052136448'}], 'www': [{'value': 'http://www.chilichutney.de.vu', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}, {'value': 'http://www.facebook.com/chili.chutney.berlin', 'categories': [{'id': '100-1000-0000'}]}]}]","Chili Chutney, Eisenbahnstraße 5, 10997 Berlin, Deutschland",Kreuzberg,10997,Mon-Sat: 10:00 - 20:00,middle eastern,middle eastern,493052136448.0,,,
460,,3.7,3.0,52.5264215,13.4886432,china,"[{'phone': [{'value': '+49304951559'}, {'value': '+4949304951559'}], 'www': [{'value': 'http://www.long-li-house-berlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.longlihouse.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}], 'email': [{'value': 'lizhuzheng@longlihouse.de', 'categories': [{'id': '100-1000-0000'}]}]}]","China-Restaurant, Residenzstraße 130, 13409 Berlin, Deutschland","['Wedding', 'Gesundbrunnen', 'Reinickendorf']",13409,Mon-Sun: 11:30 - 23:00,asian,chinese,49304951559.0,,,
461,4.0,4.6,183.0,52.5149797,13.3795281,china club berlin,[{'phone': [{'value': '+4930209120'}]}],"China Club Berlin, Behrenstraße 72, 10117 Berlin, Deutschland",Mitte,10117,,asian,chinese,4930209120.0,,,
462,2.0,3.9,311.0,52.45800999999999,13.3221916,china food,"[{'phone': [{'value': '+493081827054'}], 'www': [{'value': 'http://www.china-food-berlin.de/Start.htm'}, {'value': 'http://www.china-food-berlin.de/StartSteglitz.htm'}]}]","China Food, Schloßstraße 91, 12163 Berlin, Deutschland","['Friedenau', 'Steglitz']",12163,Mon-Sun: 11:00 - 23:00,asian,chinesisch - kanton,493081827054.0,,,
463,1.0,4.3,62.0,52.525333,13.342193,china pfanne,[{'phone': [{'value': '+493030301349'}]}],"China Pfanne, Spandauer Damm 82, 14059 Berlin, Deutschland","['Charlottenburg', 'Westend']",14059,Mon-Fri: 11:00 - 21:00,asian,chinese,493030301349.0,,,
464,,4.4,99.0,52.5057955,13.3264732,china snack,"[{'phone': [{'value': '+491728067439', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}]}, {'value': '+49307067592'}, {'value': '+4949307067592', 'categories': [{'id': '100-1000-0009'}]}], 'www': [{'value': 'http://www.china-snack-berlin.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}, {'id': '100-1100-0000'}]}], 'email': [{'value': 'mail@china-snack-berlin.de', 'categories': [{'id': '100-1000-0009'}, {'id': '100-1100-0000'}]}]}]","China Snack, Forddamm 7, 12107 Berlin, Deutschland","['Mariendorf', 'Marienfelde', 'Lichtenrade', 'Buckow']",12107,Mon-Fri: 11:00 - 21:30,asian,chinesisch - kanton,491728067439.0,,,
465,1.0,4.0,80.0,52.4973675,13.5213893,china town,[{'phone': [{'value': '+493047370756'}]}],"China Town, Mühlenstraße 46, 13187 Berlin, Deutschland",Pankow,13187,Mon-Fri: 11:30 - 23:00,asian,chinese,493047370756.0,,,
466,,4.1,35.0,52.5029592,13.4137961,chinathailand bistro,"[{'phone': [{'value': '+493061609663'}], 'www': [{'value': 'http://www.asia-bistro-berlin.de'}, {'value': 'http://www.chinathailand-berlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.mimatoha.de', 'categories': [{'id': '100-1000-0000'}]}]}]","China-Thailand Bistro, Oranienstraße 47, 10969 Berlin, Deutschland",Kreuzberg,10969,Mon-Fri: 11:00 - 22:00,asian,thai,493061609663.0,,,
